id_alat,tanggal,jam,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,sensor11,sensor12,sensor13,sensor14,sensor15,sensor16,
10214,2024-09-22,00:00:00,0.00,20,24.64,82.54,979.88,144.15,18177.04,0.00,0.00,0.00,1,0,1,38.90,12.83,32.80,
10214,2024-09-22,00:01:00,0.00,45,24.62,81.93,979.88,145.92,18401.35,0.00,0.00,0.00,1,1,1,38.90,12.80,32.80,
10214,2024-09-22,00:02:00,0.00,57,24.70,81.85,979.90,147.90,18650.59,0.00,0.00,0.00,1,0,1,38.90,12.71,32.80,
10214,2024-09-22,00:03:00,0.00,57,24.67,81.51,979.92,149.86,18897.23,0.00,0.00,0.00,1,0,1,38.90,12.98,32.90,
10214,2024-09-22,00:04:00,0.61,57,24.80,81.02,979.92,151.74,19134.19,0.00,0.00,0.00,1,0,1,38.90,12.74,33.00,
10214,2024-09-22,00:05:00,0.60,53,24.80,80.89,979.95,153.72,19383.80,0.00,0.00,0.00,1,0,1,38.90,13.01,33.00,
10214,2024-09-22,00:06:00,0.00,45,24.93,81.05,979.96,155.94,19663.92,0.00,0.00,0.00,1,0,1,38.90,12.95,33.00,
10214,2024-09-22,00:07:00,0.76,63,25.10,81.13,980.00,158.41,19976.03,0.00,0.00,0.00,1,0,1,38.90,12.80,33.00,
10214,2024-09-22,00:08:00,1.01,55,24.94,80.51,979.99,160.84,20282.56,0.00,0.00,0.00,1,0,1,38.90,12.77,33.10,
10214,2024-09-22,00:09:00,0.57,56,25.03,80.58,980.00,162.87,20538.49,0.00,0.00,0.00,1,0,1,38.90,12.92,33.10,
10214,2024-09-22,00:10:00,0.00,41,25.07,80.69,980.01,172.71,21779.48,0.00,0.00,0.00,1,0,1,38.90,12.95,33.20,
10214,2024-09-22,00:11:00,0.00,58,25.11,80.61,980.02,195.47,24649.09,0.00,0.00,0.00,1,0,1,38.80,13.10,33.20,
10214,2024-09-22,00:12:00,0.00,49,25.11,80.26,980.03,222.49,28056.24,0.00,0.00,0.00,1,0,1,38.90,13.10,33.20,
10214,2024-09-22,00:13:00,0.00,52,25.17,80.12,980.03,238.22,30040.49,0.00,0.00,0.00,1,0,1,38.80,13.04,33.30,
10214,2024-09-22,00:14:00,0.00,52,25.30,80.13,980.03,243.84,30748.03,0.00,0.00,0.00,1,0,1,38.80,13.18,33.30,
10214,2024-09-22,00:15:00,0.00,52,25.35,79.80,980.03,246.62,31098.83,0.00,0.00,0.00,1,0,1,38.80,13.21,33.30,
10214,2024-09-22,00:16:00,0.00,52,25.46,79.33,979.99,253.09,31915.37,0.00,0.00,0.00,1,0,1,38.80,13.15,33.40,
10214,2024-09-22,00:17:00,0.00,52,25.58,78.88,980.02,260.69,32872.90,0.00,0.00,0.00,1,0,1,38.90,13.30,33.40,
10214,2024-09-22,00:18:00,0.00,52,25.78,78.40,980.04,265.37,33464.00,0.00,0.00,0.00,1,0,1,38.90,13.30,33.50,
10214,2024-09-22,00:19:00,0.00,52,25.99,78.10,979.99,270.97,34170.06,0.00,0.00,0.00,1,0,1,38.90,13.33,33.50,
10214,2024-09-22,00:20:00,0.00,52,26.03,77.36,979.99,273.55,34495.56,0.00,0.00,0.00,1,0,1,38.90,13.33,33.50,
10214,2024-09-22,00:21:00,0.00,52,26.15,76.86,979.99,277.10,34943.08,0.00,0.00,0.00,1,0,1,39.00,13.45,33.60,
10214,2024-09-22,00:22:00,0.00,52,26.30,76.96,980.00,282.46,35619.00,0.00,0.00,0.00,1,0,1,39.00,13.30,33.60,
10214,2024-09-22,00:23:00,0.00,52,26.27,76.52,980.02,286.17,36086.98,0.00,0.00,0.00,1,0,1,39.00,13.30,33.60,
10214,2024-09-22,00:24:00,0.00,90,26.23,76.47,980.03,288.99,36442.61,0.00,0.00,0.00,1,0,1,39.00,13.51,33.70,
10214,2024-09-22,00:25:00,0.00,90,26.36,76.69,980.04,294.70,37162.06,0.00,0.00,0.00,1,0,1,39.00,13.42,33.80,
10214,2024-09-22,00:26:00,0.63,44,26.41,76.15,980.06,300.28,37865.88,0.00,0.00,0.00,1,0,1,39.10,13.27,33.80,
10214,2024-09-22,00:27:00,0.00,33,26.51,76.29,980.06,307.61,38790.30,0.00,0.00,0.00,1,0,1,39.10,13.27,33.90,
10214,2024-09-22,00:28:00,0.62,51,26.57,75.89,980.06,310.92,39206.94,0.00,0.00,0.00,1,0,1,39.10,13.30,34.00,
10214,2024-09-22,00:29:00,0.00,39,26.61,75.62,980.07,314.57,39668.22,0.00,0.00,0.00,1,0,1,39.10,13.48,34.00,
10214,2024-09-22,00:30:00,0.00,32,26.62,75.62,980.04,318.59,40175.26,0.00,0.00,0.00,1,0,1,39.10,13.39,34.00,
10214,2024-09-22,00:31:00,0.66,55,26.77,75.49,980.05,325.26,41015.23,0.00,0.00,0.00,1,0,1,39.10,13.48,34.20,
10214,2024-09-22,00:32:00,0.00,58,26.92,74.40,980.05,330.28,41648.38,0.00,0.00,0.00,1,0,1,39.20,13.27,34.20,
10214,2024-09-22,00:33:00,0.54,62,26.91,74.17,980.04,333.39,42040.84,0.00,0.00,0.00,1,0,1,39.20,13.33,34.20,
10214,2024-09-22,00:34:00,0.00,53,26.82,74.26,980.05,336.33,42411.72,0.00,0.00,0.00,1,0,1,39.20,13.30,34.40,
10214,2024-09-22,00:35:00,0.70,52,26.92,74.34,980.04,341.13,43017.34,0.00,0.00,0.00,1,0,1,39.20,13.54,34.40,
10214,2024-09-22,00:36:00,0.00,54,26.95,74.24,980.04,342.70,43215.61,0.00,0.00,0.00,1,0,1,39.20,13.36,34.40,
10214,2024-09-22,00:37:00,0.51,40,27.02,74.40,980.03,344.88,43490.52,0.00,0.00,0.00,1,0,1,39.20,13.36,34.50,
10214,2024-09-22,00:38:00,0.00,15,27.05,73.84,980.02,347.06,43765.06,0.00,0.00,0.00,1,0,1,39.20,13.59,34.60,
10214,2024-09-22,00:39:00,0.00,11,27.12,73.60,980.03,350.17,44156.40,0.00,0.00,0.00,1,0,1,39.20,13.45,34.70,
10214,2024-09-22,00:40:00,0.00,11,27.23,73.28,980.05,355.08,44776.52,0.00,0.00,0.00,1,0,1,39.20,13.45,34.70,
10214,2024-09-22,00:41:00,0.00,11,27.32,73.86,980.07,360.50,45459.52,0.00,0.00,0.00,1,0,1,39.30,13.59,34.80,
10214,2024-09-22,00:42:00,0.00,11,27.52,73.16,980.07,365.44,46082.25,0.00,0.00,0.00,1,0,1,39.30,13.51,34.90,
10214,2024-09-22,00:43:00,0.75,17,27.57,71.90,980.08,371.75,46877.95,0.00,0.00,0.00,1,0,1,39.30,13.56,35.00,
10214,2024-09-22,00:44:00,0.00,29,27.56,71.96,980.07,375.11,47302.03,0.00,0.00,0.00,1,0,1,39.30,13.45,35.10,
10214,2024-09-22,00:45:00,0.00,29,27.74,71.59,980.06,377.81,47642.41,0.00,0.00,0.00,1,0,1,39.30,13.48,35.10,
10214,2024-09-22,00:46:00,0.00,36,27.91,70.96,980.04,306.70,38675.35,0.00,0.00,0.00,1,0,1,39.30,13.39,35.20,
10214,2024-09-22,00:47:00,0.62,50,27.94,69.94,980.06,384.05,48429.57,0.00,0.00,0.00,1,0,1,39.30,13.42,35.30,
10214,2024-09-22,00:48:00,0.00,53,27.88,69.91,980.06,384.96,48544.14,0.00,0.00,0.00,1,0,1,39.30,13.36,35.40,
10214,2024-09-22,00:49:00,0.00,48,27.84,69.55,980.06,389.26,49086.14,0.00,0.00,0.00,1,0,1,39.30,13.62,35.40,
10214,2024-09-22,00:50:00,0.00,48,27.98,69.94,980.11,394.47,49743.10,0.00,0.00,0.00,1,0,1,39.30,13.45,35.50,
10214,2024-09-22,00:51:00,0.00,48,28.19,71.09,980.11,395.41,49861.39,0.00,0.00,0.00,1,0,1,39.30,13.42,35.60,
10214,2024-09-22,00:52:00,0.00,63,28.38,69.22,980.12,397.82,50165.69,0.00,0.00,0.00,1,0,1,39.30,13.33,35.70,
10214,2024-09-22,00:53:00,0.00,63,28.49,68.70,980.12,398.13,50204.75,0.00,0.00,0.00,1,0,1,39.30,13.65,35.70,
10214,2024-09-22,00:54:00,1.11,8,28.49,68.66,980.12,404.23,50973.67,0.00,0.00,0.00,1,0,1,39.20,13.54,35.80,
10214,2024-09-22,00:55:00,0.90,9,28.38,68.80,980.12,407.87,51433.46,0.00,0.00,0.00,1,0,1,39.20,13.48,35.90,
10214,2024-09-22,00:56:00,0.00,345,28.43,69.31,980.12,410.20,51727.34,0.00,0.00,0.00,1,0,1,39.30,13.59,36.00,
10214,2024-09-22,00:57:00,0.00,7,28.35,69.70,980.11,410.99,51826.67,0.00,0.00,0.00,1,0,1,39.20,13.51,36.10,
10214,2024-09-22,00:58:00,0.76,51,28.38,68.66,980.11,415.83,52436.38,0.00,0.00,0.00,1,0,1,39.20,13.54,36.10,
10214,2024-09-22,00:59:00,0.00,57,28.32,68.95,980.09,423.85,53448.59,0.00,0.00,0.00,1,0,1,39.20,13.56,36.20,
10214,2024-09-22,01:00:00,0.74,65,28.31,68.95,980.09,428.46,54030.02,0.00,0.00,0.00,1,0,1,39.20,13.48,36.30,
10214,2024-09-22,01:02:00,0.73,55,28.23,69.05,980.08,436.73,55072.00,0.00,0.00,0.00,1,0,,39.20,13.48,36.50,
10214,2024-09-22,01:03:00,0.74,100,28.31,69.43,980.09,438.18,55255.77,0.00,0.00,0.00,1,0,1,39.20,13.45,36.50,
10214,2024-09-22,01:04:00,0.00,78,28.11,69.17,980.11,441.60,55686.54,0.00,0.00,0.00,1,0,1,39.20,13.51,36.50,
10214,2024-09-22,01:05:00,0.00,84,28.23,69.69,980.12,444.43,56043.66,0.00,0.00,0.00,1,0,1,39.20,13.39,36.70,
10214,2024-09-22,01:06:00,0.73,41,28.22,69.33,980.11,451.42,56924.56,0.00,0.00,0.00,1,0,1,39.20,13.71,36.70,
10214,2024-09-22,01:07:00,0.75,62,28.26,69.23,980.09,455.19,57400.34,0.00,0.00,0.00,1,0,1,39.10,13.54,36.80,
10214,2024-09-22,01:08:00,0.00,26,28.23,68.96,980.06,463.19,58408.84,0.00,0.00,0.00,1,0,,39.10,13.54,36.80,
10214,2024-09-22,01:09:00,1.18,55,28.29,69.00,980.03,466.55,58832.55,0.00,0.00,0.00,1,0,1,39.10,13.71,36.90,
10214,2024-09-22,01:10:00,1.03,34,28.11,69.10,980.06,472.82,59623.05,0.00,0.00,0.00,1,0,1,39.10,13.77,36.90,
10214,2024-09-22,01:11:00,0.73,42,28.07,69.84,980.06,482.95,60901.24,0.00,0.00,0.00,1,0,1,39.10,13.71,37.00,
10214,2024-09-22,01:12:00,1.12,74,28.12,70.20,980.07,480.95,60649.02,0.00,0.00,0.00,1,0,1,39.10,13.65,37.00,
10214,2024-09-22,01:13:00,1.04,64,28.31,69.62,980.04,482.25,60812.33,0.00,0.00,0.00,1,0,1,39.10,13.65,37.10,
10214,2024-09-22,01:15:00,0.00,52,28.49,68.72,980.01,487.84,61517.27,0.00,0.00,0.00,1,0,,39.00,13.71,37.20,
10214,2024-09-22,01:16:00,0.00,52,28.59,68.53,979.99,470.60,59343.67,0.00,0.00,0.00,1,0,1,39.10,13.65,37.20,
10214,2024-09-22,01:17:00,0.00,110,28.50,68.27,979.99,431.69,54437.37,0.00,0.00,0.00,1,0,1,39.10,13.62,37.30,
10214,2024-09-22,01:19:00,0.00,60,28.80,68.29,980.02,505.15,63700.16,0.00,0.00,0.00,1,0,,39.00,13.80,37.40,
10214,2024-09-22,01:20:00,0.00,58,28.94,67.64,980.02,525.20,66229.02,0.00,0.00,0.00,1,0,1,39.10,13.74,37.50,
10214,2024-09-22,01:21:00,0.00,119,28.93,66.71,980.00,524.62,66154.99,0.00,0.00,0.00,1,0,1,39.00,13.80,37.50,
10214,2024-09-22,01:22:00,0.00,124,29.03,66.48,979.99,523.74,66044.88,0.00,0.00,0.00,1,0,,39.10,13.68,37.50,
10214,2024-09-22,01:23:00,0.00,124,28.94,66.78,980.00,538.45,67898.93,0.00,0.00,0.00,1,0,1,39.00,13.77,37.50,
10214,2024-09-22,01:24:00,0.00,78,28.97,67.01,979.99,547.57,69049.16,0.00,0.00,0.00,1,0,1,39.10,13.68,37.60,
10214,2024-09-22,01:25:00,1.05,74,29.04,66.85,979.98,554.40,69911.08,0.00,0.00,0.00,1,0,1,39.00,13.71,37.70,
10214,2024-09-22,01:26:00,0.68,109,29.00,65.76,980.00,558.01,70366.03,0.00,0.00,0.00,1,0,1,39.10,13.71,37.70,
10214,2024-09-22,01:27:00,0.00,136,28.91,66.66,980.03,560.16,70636.85,0.00,0.00,0.00,1,0,1,39.10,13.86,37.80,
10214,2024-09-22,01:28:00,0.00,58,28.81,67.16,980.03,561.46,70801.65,0.00,0.00,0.00,1,0,1,39.00,13.97,37.80,
10214,2024-09-22,01:29:00,1.37,67,28.91,66.66,980.05,559.85,70597.79,0.00,0.00,0.00,1,0,1,39.10,13.80,37.90,
10214,2024-09-22,01:30:00,0.00,52,28.90,66.99,980.06,566.96,71495.05,0.00,0.00,0.00,1,0,1,39.10,13.89,37.90,
10214,2024-09-22,01:31:00,0.74,45,29.07,66.51,980.04,570.81,71979.77,0.00,0.00,0.00,1,0,1,39.00,13.83,38.00,
10214,2024-09-22,01:32:00,0.63,42,29.10,66.63,980.06,577.51,72825.33,0.00,0.00,0.00,1,0,1,39.10,13.80,38.00,
10214,2024-09-22,01:33:00,0.00,118,29.25,66.41,980.07,581.88,73375.88,0.00,0.00,0.00,1,0,1,39.00,13.83,38.10,
10214,2024-09-22,01:34:00,1.02,188,29.28,65.98,980.08,587.02,74024.28,0.00,0.00,0.00,1,0,1,39.10,13.89,38.10,
10214,2024-09-22,01:35:00,0.61,112,29.18,65.59,980.09,590.20,74424.92,0.00,0.00,0.00,1,0,1,39.00,13.83,38.10,
10214,2024-09-22,01:36:00,0.00,100,29.27,65.55,980.10,587.49,74083.05,0.00,0.00,0.00,1,0,1,39.10,13.95,38.20,
10214,2024-09-22,01:37:00,0.00,109,29.18,65.51,980.14,587.94,74139.98,0.00,0.00,0.00,1,0,1,39.10,13.86,38.30,
10214,2024-09-22,01:38:00,0.00,163,29.14,66.27,980.16,588.21,74173.83,0.00,0.00,0.00,1,0,1,39.10,14.09,38.30,
10214,2024-09-22,01:39:00,0.00,163,29.18,66.71,980.16,594.26,74937.17,0.00,0.00,0.00,1,0,1,39.00,13.89,38.30,
10214,2024-09-22,01:40:00,0.00,210,29.35,65.52,980.15,594.49,74966.19,0.00,0.00,0.00,1,0,1,39.10,14.15,38.50,
10214,2024-09-22,01:41:00,1.14,136,29.37,64.63,980.15,596.92,75272.71,0.00,0.00,0.00,1,0,1,39.10,14.06,38.50,
10214,2024-09-22,01:42:00,0.00,102,29.22,65.00,980.15,599.30,75572.91,0.00,0.00,0.00,1,0,1,39.00,13.92,38.50,
10214,2024-09-22,01:43:00,1.05,222,29.28,64.75,980.14,603.74,76132.78,0.00,0.00,0.00,1,0,1,39.00,14.06,38.60,
10214,2024-09-22,01:44:00,0.00,229,29.32,65.46,980.15,606.33,76459.02,0.00,0.00,0.00,1,0,1,39.00,13.86,38.60,
10214,2024-09-22,01:45:00,1.13,128,29.34,64.64,980.16,613.93,77417.66,0.00,0.00,0.00,1,0,1,39.10,14.03,38.60,
