id_alat,tanggal,jam,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,sensor11,sensor12,sensor13,sensor14,sensor15,sensor16,
10214,2024-09-17,00:00:00,0.00,338,22.00,87.61,979.54,0.06,8.18,0.00,0.00,0.00,1,0,1,40.30,12.83,31.40,
10214,2024-09-17,00:01:00,0.00,338,22.09,87.89,979.54,0.06,8.18,0.00,0.00,0.00,1,1,1,40.30,12.77,31.40,
10214,2024-09-17,00:02:00,0.00,338,22.09,87.97,979.52,0.06,8.18,0.00,0.00,0.00,1,0,1,40.30,12.80,31.40,
10214,2024-09-17,00:03:00,0.00,338,22.09,88.04,979.51,0.06,8.18,0.00,0.00,0.00,1,0,1,40.30,12.63,31.40,
10214,2024-09-17,00:04:00,0.00,338,21.97,87.96,979.50,0.06,8.18,0.00,0.00,0.00,1,0,1,40.30,12.86,31.40,
10214,2024-09-17,00:05:00,0.00,338,21.96,87.97,979.48,0.06,8.18,0.00,0.00,0.00,1,0,1,40.30,12.83,31.40,
10214,2024-09-17,00:06:00,0.00,338,21.99,88.12,979.47,0.06,8.18,0.00,0.00,0.00,1,0,1,40.30,12.63,31.40,
10214,2024-09-17,00:07:00,0.00,338,22.01,88.17,979.46,0.06,8.18,0.00,0.00,0.00,1,0,1,40.30,12.80,31.40,
10214,2024-09-17,00:08:00,0.00,338,22.00,88.10,979.44,0.06,8.18,0.00,0.00,0.00,1,0,1,40.30,12.74,31.40,
10214,2024-09-17,00:09:00,0.00,338,21.89,88.09,979.42,0.06,8.18,0.00,0.00,0.00,1,0,1,40.30,12.71,31.40,
10214,2024-09-17,00:10:00,0.00,338,21.95,88.25,979.43,0.06,8.18,0.00,0.00,0.00,1,0,1,40.30,12.74,31.40,
10214,2024-09-17,00:11:00,0.00,338,21.90,88.22,979.43,0.06,8.18,0.00,0.00,0.00,1,0,1,40.30,12.83,31.40,
10214,2024-09-17,00:12:00,0.00,338,21.89,88.26,979.40,0.06,8.18,0.00,0.00,0.00,1,0,1,40.30,12.69,31.30,
10214,2024-09-17,00:13:00,0.00,338,21.88,88.35,979.38,0.06,8.18,0.00,0.00,0.00,1,0,1,40.30,12.71,31.30,
10214,2024-09-17,00:14:00,0.00,338,21.92,88.21,979.38,0.06,8.18,0.00,0.00,0.00,1,0,1,40.30,12.86,31.30,
