id_alat,tanggal,jam,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,sensor11,sensor12,sensor13,sensor14,sensor15,sensor16,
10214,2024-09-23,00:00:00,0.00,5,26.10,79.91,980.85,188.68,23793.49,0.00,0.00,0.00,1,0,1,39.30,13.01,34.40,
10214,2024-09-23,00:01:00,0.00,5,26.19,79.67,980.86,194.85,24570.60,0.00,0.00,0.00,1,1,1,39.30,12.86,34.40,
10214,2024-09-23,00:02:00,0.00,5,26.24,79.32,980.84,201.06,25353.66,0.00,0.00,0.00,1,0,1,39.30,13.01,34.40,
10214,2024-09-23,00:03:00,0.00,5,26.21,79.49,980.84,206.81,26079.06,0.00,0.00,0.00,1,0,1,39.30,12.98,34.50,
10214,2024-09-23,00:04:00,0.00,5,26.30,79.18,980.84,211.77,26704.39,0.00,0.00,0.00,1,0,1,39.30,13.13,34.50,
10214,2024-09-23,00:05:00,0.00,5,26.33,78.80,980.85,214.61,27062.26,0.00,0.00,0.00,1,0,1,39.30,13.24,34.60,
10214,2024-09-23,00:06:00,0.00,5,26.28,78.88,980.84,216.88,27349.44,0.00,0.00,0.00,1,0,1,39.30,12.98,34.60,
10214,2024-09-23,00:07:00,0.00,5,26.38,79.59,980.85,220.50,27805.51,0.00,0.00,0.00,1,0,1,39.30,13.13,34.70,
10214,2024-09-23,00:08:00,0.00,5,26.44,79.08,980.85,223.96,28241.50,0.00,0.00,0.00,1,0,1,39.30,12.92,34.70,
10214,2024-09-23,00:09:00,0.00,5,26.55,78.87,980.84,230.35,29047.25,0.00,0.00,0.00,1,0,1,39.30,13.15,34.70,
10214,2024-09-23,00:10:00,0.00,5,26.50,78.59,980.84,246.94,31139.38,0.00,0.00,0.00,1,0,1,39.40,13.15,34.80,
10214,2024-09-23,00:11:00,0.00,5,26.57,78.05,980.87,254.88,32141.17,0.00,0.00,0.00,1,0,1,39.30,13.27,34.80,
10214,2024-09-23,00:12:00,0.00,5,26.67,78.11,980.89,264.73,33383.28,0.00,0.00,0.00,1,0,1,39.30,13.10,34.90,
10214,2024-09-23,00:13:00,0.00,5,26.67,78.25,980.90,291.28,36730.54,0.00,0.00,0.00,1,0,1,39.40,13.27,34.90,
10214,2024-09-23,00:14:00,0.00,5,26.75,78.29,980.91,313.82,39572.99,0.00,0.00,0.00,1,0,1,39.40,13.33,35.00,
10214,2024-09-23,00:15:00,0.00,5,26.82,78.37,980.94,320.93,40470.25,0.00,0.00,0.00,1,0,1,39.40,13.48,35.00,
10214,2024-09-23,00:16:00,0.00,5,26.91,78.56,980.97,327.83,41339.62,0.00,0.00,0.00,1,0,1,39.40,13.39,35.00,
10214,2024-09-23,00:17:00,0.54,0,27.09,79.37,980.95,317.61,40051.01,0.00,0.00,0.00,1,0,1,39.40,13.21,35.10,
10214,2024-09-23,00:18:00,0.00,301,27.19,78.75,980.98,281.20,35459.79,0.00,0.00,0.00,1,0,1,39.40,13.45,35.10,
10214,2024-09-23,00:19:00,0.00,301,27.25,78.23,981.01,304.29,38371.06,0.00,0.00,0.00,1,0,1,39.50,13.33,35.20,
10214,2024-09-23,00:20:00,0.00,20,27.36,77.69,981.06,310.42,39144.07,0.00,0.00,0.00,1,0,1,39.50,13.42,35.30,
10214,2024-09-23,00:21:00,0.00,12,27.49,77.82,981.06,288.78,36416.20,0.00,0.00,0.00,1,0,1,39.50,13.21,35.30,
10214,2024-09-23,00:22:00,0.92,26,27.52,76.78,981.04,296.27,37359.96,0.00,0.00,0.00,1,0,1,39.50,13.33,35.30,
10214,2024-09-23,00:23:00,0.00,82,27.61,76.63,981.05,267.80,33769.79,0.00,0.00,0.00,1,0,1,39.50,13.27,35.40,
10214,2024-09-23,00:24:00,0.00,82,27.61,76.30,981.05,270.98,34170.80,0.00,0.00,0.00,1,0,1,39.60,13.30,35.50,
10214,2024-09-23,00:25:00,0.00,82,27.70,76.03,981.03,305.61,38538.46,0.00,0.00,0.00,1,0,1,39.60,13.45,35.50,
10214,2024-09-23,00:26:00,0.00,235,27.60,76.42,981.04,287.86,36299.39,0.00,0.00,0.00,1,0,1,39.60,13.21,35.60,
10214,2024-09-23,00:27:00,0.00,330,27.61,76.93,981.05,355.88,44876.96,0.00,0.00,0.00,1,0,1,39.60,13.30,35.70,
10214,2024-09-23,00:28:00,0.00,330,27.65,76.97,981.04,370.19,46681.16,0.00,0.00,0.00,1,0,1,39.60,13.45,35.70,
10214,2024-09-23,00:29:00,0.00,330,27.83,76.52,981.04,313.62,39548.44,0.00,0.00,0.00,1,0,1,39.60,13.45,35.80,
10214,2024-09-23,00:30:00,0.00,43,27.92,76.10,981.05,317.19,39998.56,0.00,0.00,0.00,1,0,1,39.60,13.36,35.90,
10214,2024-09-23,00:31:00,0.00,55,27.95,76.31,981.07,373.68,47121.61,0.00,0.00,0.00,1,0,1,39.60,13.36,36.00,
10214,2024-09-23,00:32:00,0.00,222,27.98,75.42,981.07,370.74,46750.36,0.00,0.00,0.00,1,0,1,39.60,13.45,36.10,
10214,2024-09-23,00:33:00,1.05,214,27.90,75.83,981.08,384.70,48511.41,0.00,0.00,0.00,1,0,1,39.60,13.45,36.10,
10214,2024-09-23,00:34:00,0.00,152,27.91,75.97,981.11,317.23,40002.65,0.00,0.00,0.00,1,0,1,39.60,13.24,36.10,
10214,2024-09-23,00:35:00,0.00,198,27.90,76.09,981.12,370.42,46710.18,0.00,0.00,0.00,1,0,1,39.60,13.24,36.30,
10214,2024-09-23,00:36:00,0.82,209,27.81,76.17,981.14,402.11,50707.32,0.00,0.00,0.00,1,0,1,39.50,13.42,36.30,
10214,2024-09-23,00:37:00,0.77,344,27.83,76.66,981.15,394.45,49740.86,0.00,0.00,0.00,1,0,1,39.60,13.33,36.40,
