id_alat,tanggal,jam,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,sensor11,sensor12,sensor13,sensor14,sensor15,sensor16,
10215,2024-09-22,00:00:00,1.105,8.24,1,9.34,0.00,0.00,0.00,0.00,0.00,0.00,1,0,1,34.00,13.07,31.70,
10215,2024-09-22,00:01:00,1.107,8.23,1,9.34,0.00,0.00,0.00,0.00,0.00,0.00,1,1,1,34.00,13.10,31.80,
10215,2024-09-22,00:02:00,1.103,8.24,1,9.34,0.00,0.00,0.00,0.00,0.00,0.00,1,0,1,34.00,12.86,31.80,
10215,2024-09-22,00:03:00,1.110,8.23,1,9.34,0.00,0.00,0.00,0.00,0.00,0.00,1,0,1,34.00,13.27,31.80,
10215,2024-09-22,00:04:00,1.105,8.24,1,9.34,0.00,0.00,0.00,0.00,0.00,0.00,1,0,1,34.00,12.98,31.90,
10215,2024-09-22,00:05:00,1.108,8.23,1,9.34,0.00,0.00,0.00,0.00,0.00,0.00,1,0,1,34.00,13.13,31.90,
10215,2024-09-22,00:06:00,1.107,8.23,1,9.34,0.00,0.00,0.00,0.00,0.00,0.00,1,0,1,34.00,13.13,31.90,
10215,2024-09-22,00:07:00,1.112,8.23,1,9.34,0.00,0.00,0.00,0.00,0.00,0.00,1,0,1,34.00,13.27,32.00,
10215,2024-09-22,00:08:00,1.109,8.23,1,9.34,0.00,0.00,0.00,0.00,0.00,0.00,1,0,1,34.00,12.95,32.00,
10215,2024-09-22,00:09:00,1.109,8.23,1,9.34,0.00,0.00,0.00,0.00,0.00,0.00,1,0,1,34.00,13.24,32.00,
10215,2024-09-22,00:10:00,1.112,8.23,1,9.34,0.00,0.00,0.00,0.00,0.00,0.00,1,0,1,34.00,13.18,32.10,
10215,2024-09-22,00:11:00,1.114,8.23,1,9.34,0.00,0.00,0.00,0.00,0.00,0.00,1,0,1,34.00,13.36,32.10,
10215,2024-09-22,00:12:00,1.111,8.23,1,9.34,0.00,0.00,0.00,0.00,0.00,0.00,1,0,1,34.00,13.33,32.20,
10215,2024-09-22,00:13:00,1.115,8.23,1,9.34,0.00,0.00,0.00,0.00,0.00,0.00,1,0,1,34.00,13.24,32.20,
10215,2024-09-22,00:14:00,1.116,8.23,1,9.34,0.00,0.00,0.00,0.00,0.00,0.00,1,0,1,34.00,13.27,32.20,
10215,2024-09-22,00:15:00,1.115,8.23,1,9.34,0.00,0.00,0.00,0.00,0.00,0.00,1,0,1,34.00,13.18,32.30,
10215,2024-09-22,00:16:00,1.115,8.23,1,9.34,0.00,0.00,0.00,0.00,0.00,0.00,1,0,1,34.00,13.30,32.40,
