id_alat,tanggal,jam,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,sensor11,sensor12,sensor13,sensor14,sensor15,sensor16,
10214,2024-09-18,00:00:00,0.00,18,20.93,81.71,979.06,0.06,7.81,0.00,0.00,0.00,1,0,1,39.30,12.74,30.30,
10214,2024-09-18,00:01:00,0.00,18,20.97,81.64,979.06,0.06,7.81,0.00,0.00,0.00,1,1,1,39.30,12.71,30.30,
10214,2024-09-18,00:02:00,0.00,18,20.95,81.77,979.07,0.06,7.81,0.00,0.00,0.00,1,0,1,39.30,12.71,30.30,
10214,2024-09-18,00:03:00,0.00,18,20.90,82.01,979.03,0.06,7.81,0.00,0.00,0.00,1,0,1,39.30,12.74,30.30,
10214,2024-09-18,00:04:00,0.00,18,20.91,82.25,979.03,0.06,7.81,0.00,0.00,0.00,1,0,1,39.30,12.54,30.30,
10214,2024-09-18,00:05:00,0.00,18,20.91,82.28,979.00,0.06,7.81,0.00,0.00,0.00,1,0,1,39.30,12.63,30.30,
10214,2024-09-18,00:06:00,0.00,18,20.95,82.21,978.96,0.06,7.81,0.00,0.00,0.00,1,0,1,39.30,12.83,30.20,
10214,2024-09-18,00:07:00,0.00,18,20.93,82.09,978.94,0.06,7.81,0.00,0.00,0.00,1,0,1,39.30,12.80,30.30,
10214,2024-09-18,00:08:00,0.00,18,20.87,82.13,978.91,0.06,7.81,0.00,0.00,0.00,1,0,1,39.30,12.77,30.30,
10214,2024-09-18,00:09:00,0.00,18,20.90,82.28,978.90,0.06,7.81,0.00,0.00,0.00,1,0,1,39.30,12.60,30.20,
10214,2024-09-18,00:10:00,0.00,18,20.93,82.44,978.87,0.06,7.81,0.00,0.00,0.00,1,0,1,39.30,12.77,30.30,
10214,2024-09-18,00:11:00,0.00,18,20.90,82.74,978.87,0.06,7.81,0.00,0.00,0.00,1,0,1,39.30,12.86,30.20,
10214,2024-09-18,00:12:00,0.00,18,20.95,82.74,978.86,0.06,7.81,0.00,0.00,0.00,1,0,1,39.30,12.86,30.20,
10214,2024-09-18,00:13:00,0.00,18,20.90,82.76,978.86,0.06,7.81,0.00,0.00,0.00,1,0,1,39.30,12.74,30.20,
10214,2024-09-18,00:14:00,0.00,18,20.87,82.67,978.86,0.06,7.81,0.00,0.00,0.00,1,0,1,39.30,12.80,30.20,
10214,2024-09-18,00:15:00,0.00,18,21.00,82.81,978.83,0.06,7.81,0.00,0.00,0.00,1,0,1,39.30,12.69,30.20,
10214,2024-09-18,00:16:00,0.00,18,21.01,82.75,978.83,0.06,7.81,0.00,0.00,0.00,1,0,1,39.20,12.57,30.20,
10214,2024-09-18,00:17:00,0.67,61,20.89,82.86,978.82,0.06,7.81,0.00,0.00,0.00,1,0,1,39.30,12.77,30.20,
10214,2024-09-18,00:18:00,0.00,68,20.80,82.79,978.79,0.06,7.81,0.00,0.00,0.00,1,0,1,39.30,12.74,30.20,
10214,2024-09-18,00:19:00,0.00,68,20.87,82.93,978.80,0.06,7.81,0.00,0.00,0.00,1,0,1,39.30,12.60,30.20,
10214,2024-09-18,00:20:00,0.00,68,20.83,83.00,978.82,0.06,7.81,0.00,0.00,0.00,1,0,1,39.30,12.63,30.20,
10214,2024-09-18,00:21:00,0.00,68,20.86,83.00,978.83,0.06,7.81,0.00,0.00,0.00,1,0,1,39.30,12.66,30.20,
10214,2024-09-18,00:22:00,0.00,68,20.90,82.92,978.80,0.06,7.81,0.00,0.00,0.00,1,0,1,39.20,12.60,30.10,
10214,2024-09-18,00:23:00,0.00,79,20.91,82.84,978.82,0.06,7.81,0.00,0.00,0.00,1,0,1,39.30,12.80,30.10,
